  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 32.95        -19.87         -0.00          6.59        461.12          0.00         73.08      21639.03          0.00      -1820.93
 32.96        -19.86         -0.00          6.58        460.92          0.00         73.15      21643.64          0.00      -1820.20
 32.97        -19.86         -0.00          6.58        460.72          0.00         73.21      21648.25          0.00      -1819.47
 32.98        -19.85         -0.00          6.58        460.52          0.00         73.28      21652.86          0.00      -1818.74
 32.99        -19.84         -0.00          6.58        460.32          0.00         73.34      21657.46          0.00      -1818.01
 33.00        -19.83         -0.00          6.57        460.12          0.00         73.41      21662.06          0.00      -1817.27
 33.01        -19.83         -0.00          6.57        459.92          0.00         73.48      21666.66          0.00      -1816.54
 33.02        -19.82         -0.00          6.57        459.73          0.00         73.54      21671.26          0.00      -1815.80
 33.03        -19.81         -0.00          6.56        459.53          0.00         73.61      21675.86          0.00      -1815.07
 33.04        -19.80         -0.00          6.56        459.33          0.00         73.67      21680.45          0.00      -1814.33
 33.05        -19.80         -0.00          6.56        459.13          0.00         73.74      21685.05          0.00      -1813.59
 33.06        -19.79         -0.00          6.55        458.93          0.00         73.80      21689.64          0.00      -1812.86
 33.07        -19.78         -0.00          6.55        458.74          0.00         73.87      21694.22          0.00      -1812.12
 33.08        -19.78         -0.00          6.55        458.54          0.00         73.93      21698.81          0.00      -1811.38
 33.09        -19.77         -0.00          6.55        458.34          0.00         74.00      21703.39          0.00      -1810.64
 33.10        -19.76         -0.00          6.54        458.14          0.00         74.07      21707.98          0.00      -1809.90
 33.11        -19.75         -0.00          6.54        457.95          0.00         74.13      21712.56          0.00      -1809.16
 33.12        -19.75         -0.00          6.54        457.75          0.00         74.20      21717.14          0.00      -1808.42
 33.13        -19.74         -0.00          6.53        457.55          0.00         74.26      21721.71          0.00      -1807.67
 33.14        -19.73         -0.00          6.53        457.35          0.00         74.33      21726.29          0.00      -1806.93
 33.15        -19.72         -0.00          6.53        457.16          0.00         74.39      21730.86          0.00      -1806.19
 33.16        -19.72         -0.00          6.52        456.96          0.00         74.46      21735.43          0.00      -1805.44
 33.17        -19.71         -0.00          6.52        456.76          0.00         74.52      21740.00          0.00      -1804.70
 33.18        -19.70         -0.00          6.52        456.57          0.00         74.59      21744.57          0.00      -1803.95
 33.19        -19.69         -0.00          6.52        456.37          0.00         74.65      21749.13          0.00      -1803.21
 33.20        -19.69         -0.00          6.51        456.17          0.00         74.72      21753.69          0.00      -1802.46
 33.21        -19.68         -0.00          6.51        455.97          0.00         74.78      21758.25          0.00      -1801.71
 33.22        -19.67         -0.00          6.51        455.78          0.00         74.85      21762.81          0.00      -1800.96
 33.23        -19.67         -0.00          6.50        455.58          0.00         74.91      21767.37          0.00      -1800.21
 33.24        -19.66         -0.00          6.50        455.38          0.00         74.98      21771.92          0.00      -1799.47
 33.25        -19.65         -0.00          6.50        455.19          0.00         75.04      21776.48          0.00      -1798.72
 33.26        -19.64         -0.00          6.50        454.99          0.00         75.11      21781.03          0.00      -1797.96
 33.27        -19.64         -0.00          6.49        454.79          0.00         75.17      21785.58          0.00      -1797.21
 33.28        -19.63         -0.00          6.49        454.60          0.00         75.24      21790.12          0.00      -1796.46
 33.29        -19.62         -0.00          6.49        454.40          0.00         75.30      21794.67          0.00      -1795.71
 33.30        -19.61         -0.00          6.48        454.21          0.00         75.37      21799.21          0.00      -1794.95
 33.31        -19.61         -0.00          6.48        454.01          0.00         75.43      21803.75          0.00      -1794.20
