  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 10.48          5.25          2.91          0.01        767.18          2.33        406.79
 10.49          5.26          2.92          0.01        767.28          2.33        406.70
 10.50          5.26          2.92          0.01        767.38          2.33        406.61
 10.51          5.27          2.92          0.01        767.48          2.33        406.52
 10.52          5.28          2.93          0.01        767.58          2.33        406.44
 10.53          5.29          2.93          0.01        767.68          2.33        406.35
 10.54          5.29          2.93          0.01        767.78          2.33        406.26
 10.55          5.30          2.94          0.01        767.88          2.34        406.18
 10.56          5.31          2.94          0.01        767.98          2.34        406.09
 10.57          5.31          2.94          0.01        768.08          2.34        406.00
 10.58          5.32          2.95          0.01        768.19          2.34        405.91
 10.59          5.33          2.95          0.01        768.29          2.34        405.83
 10.60          5.33          2.95          0.01        768.39          2.34        405.74
 10.61          5.34          2.96          0.01        768.49          2.34        405.65
