  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 58.16         -7.33         -0.00          7.41        382.10          0.00        123.51      33987.56          0.00      -8427.02
 58.17         -7.33         -0.00          7.41        382.02          0.00        123.58      33991.38          0.00      -8425.78
 58.18         -7.33         -0.00          7.40        381.95          0.00        123.66      33995.20          0.00      -8424.55
 58.19         -7.33         -0.00          7.40        381.88          0.00        123.73      33999.02          0.00      -8423.31
 58.20         -7.33         -0.00          7.40        381.80          0.00        123.81      34002.84          0.00      -8422.07
 58.21         -7.33         -0.00          7.40        381.73          0.00        123.88      34006.66          0.00      -8420.83
 58.22         -7.33         -0.00          7.40        381.66          0.00        123.95      34010.47          0.00      -8419.59
 58.23         -7.33         -0.00          7.40        381.58          0.00        124.03      34014.29          0.00      -8418.35
 58.24         -7.33         -0.00          7.39        381.51          0.00        124.10      34018.10          0.00      -8417.11
 58.25         -7.33         -0.00          7.39        381.44          0.00        124.18      34021.92          0.00      -8415.87
 58.26         -7.33         -0.00          7.39        381.36          0.00        124.25      34025.73          0.00      -8414.63
 58.27         -7.33         -0.00          7.39        381.29          0.00        124.32      34029.55          0.00      -8413.39
 58.28         -7.33         -0.00          7.39        381.22          0.00        124.40      34033.36          0.00      -8412.14
 58.29         -7.33         -0.00          7.38        381.14          0.00        124.47      34037.17          0.00      -8410.90
 58.30         -7.33         -0.00          7.38        381.07          0.00        124.54      34040.98          0.00      -8409.65
 58.31         -7.33         -0.00          7.38        381.00          0.00        124.62      34044.79          0.00      -8408.41
 58.32         -7.33         -0.00          7.38        380.92          0.00        124.69      34048.60          0.00      -8407.16
 58.33         -7.33         -0.00          7.38        380.85          0.00        124.77      34052.41          0.00      -8405.91
 58.34         -7.33         -0.00          7.38        380.78          0.00        124.84      34056.22          0.00      -8404.67
 58.35         -7.32         -0.00          7.37        380.70          0.00        124.91      34060.03          0.00      -8403.42
 58.36         -7.32         -0.00          7.37        380.63          0.00        124.99      34063.83          0.00      -8402.17
 58.37         -7.32         -0.00          7.37        380.56          0.00        125.06      34067.64          0.00      -8400.92
 58.38         -7.32         -0.00          7.37        380.48          0.00        125.13      34071.44          0.00      -8399.67
 58.39         -7.32         -0.00          7.37        380.41          0.00        125.21      34075.25          0.00      -8398.42
 58.40         -7.32         -0.00          7.37        380.34          0.00        125.28      34079.05          0.00      -8397.16
 58.41         -7.32         -0.00          7.36        380.26          0.00        125.36      34082.86          0.00      -8395.91
 58.42         -7.32         -0.00          7.36        380.19          0.00        125.43      34086.66          0.00      -8394.66
 58.43         -7.32         -0.00          7.36        380.12          0.00        125.50      34090.46          0.00      -8393.40
 58.44         -7.32         -0.00          7.36        380.04          0.00        125.58      34094.26          0.00      -8392.15
 58.45         -7.32         -0.00          7.36        379.97          0.00        125.65      34098.06          0.00      -8390.89
 58.46         -7.32         -0.00          7.35        379.90          0.00        125.72      34101.86          0.00      -8389.63
 58.47         -7.32         -0.00          7.35        379.82          0.00        125.80      34105.66          0.00      -8388.38
 58.48         -7.32         -0.00          7.35        379.75          0.00        125.87      34109.46          0.00      -8387.12
 58.49         -7.32         -0.00          7.35        379.68          0.00        125.94      34113.25          0.00      -8385.86
 58.50         -7.32         -0.00          7.35        379.60          0.00        126.02      34117.05          0.00      -8384.60
 58.51         -7.32         -0.00          7.35        379.53          0.00        126.09      34120.85          0.00      -8383.34
 58.52         -7.32         -0.00          7.34        379.46          0.00        126.16      34124.64          0.00      -8382.08
