     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 23.75        0.00        0.01        2.55        0.39        0.00       13.71      -13.10     -390.65        7.45        6.94
 23.76        0.00        0.01        2.55        0.39        0.00       13.72      -13.10     -390.69        7.45        6.94
 23.77        0.00        0.01        2.55        0.39        0.00       13.73      -13.11     -390.73        7.45        6.94
 23.78        0.00        0.01        2.55        0.39        0.00       13.73      -13.11     -390.77        7.45        6.94
 23.79        0.00        0.01        2.55        0.40        0.00       13.74      -13.11     -390.81        7.45        6.94
 23.80        0.00        0.01        2.55        0.40        0.00       13.75      -13.11     -390.85        7.45        6.94
 23.81        0.00        0.01        2.55        0.40        0.00       13.76      -13.12     -390.89        7.45        6.94
 23.82        0.00        0.01        2.55        0.40        0.00       13.77      -13.12     -390.92        7.45        6.94
 23.83        0.00        0.01        2.55        0.40        0.00       13.77      -13.12     -390.96        7.45        6.94
 23.84        0.00        0.01        2.55        0.40        0.00       13.78      -13.12     -391.00        7.45        6.94
 23.85        0.00        0.01        2.55        0.40        0.00       13.79      -13.12     -391.04        7.45        6.94
 23.86        0.00        0.01        2.55        0.40        0.00       13.80      -13.13     -391.08        7.45        6.94
 23.87        0.00        0.01        2.55        0.40        0.00       13.81      -13.13     -391.12        7.45        6.94
 23.88        0.00        0.01        2.54        0.40        0.00       13.81      -13.13     -391.16        7.45        6.94
 23.89        0.00        0.01        2.54        0.40        0.00       13.82      -13.13     -391.20        7.45        6.94
 23.90        0.00        0.01        2.54        0.40        0.00       13.83      -13.14     -391.24        7.45        6.94
 23.91        0.00        0.01        2.54        0.40        0.00       13.84      -13.14     -391.28        7.45        6.94
 23.92        0.00        0.01        2.54        0.40        0.00       13.85      -13.14     -391.31        7.45        6.94
 23.93        0.00        0.01        2.54        0.40        0.00       13.85      -13.14     -391.35        7.45        6.94
 23.94        0.00        0.01        2.54        0.40        0.00       13.86      -13.15     -391.39        7.45        6.94
 23.95        0.00        0.01        2.54        0.40        0.00       13.87      -13.15     -391.43        7.45        6.94
 23.96        0.00        0.01        2.54        0.40        0.00       13.88      -13.15     -391.47        7.45        6.94
 23.97        0.00        0.01        2.54        0.40        0.00       13.89      -13.15     -391.51        7.45        6.94
 23.98        0.00        0.01        2.54        0.40        0.00       13.89      -13.15     -391.55        7.45        6.94
 23.99        0.00        0.01        2.54        0.40        0.00       13.90      -13.16     -391.59        7.45        6.94
 24.00        0.00        0.01        2.54        0.40        0.00       13.91      -13.16     -391.63        7.45        6.94
 24.01        0.00        0.01        2.54        0.40        0.00       13.92      -13.16     -391.67        7.45        6.94
 24.02        0.00        0.01        2.54        0.40        0.00       13.93      -13.16     -391.70        7.45        6.94
 24.03        0.00        0.01        2.54        0.40        0.00       13.93      -13.17     -391.74        7.45        6.94
 24.04        0.00        0.01        2.53        0.40        0.00       13.94      -13.17     -391.78        7.45        6.94
 24.05        0.00        0.01        2.53        0.40        0.00       13.95      -13.17     -391.82        7.45        6.94
 24.06        0.00        0.01        2.53        0.40        0.00       13.96      -13.17     -391.86        7.45        6.94
 24.07        0.00        0.01        2.53        0.40        0.00       13.97      -13.18     -391.90        7.45        6.94
 24.08        0.00        0.01        2.53        0.40        0.00       13.97      -13.18     -391.94        7.45        6.94
 24.09        0.00        0.01        2.53        0.40        0.00       13.98      -13.18     -391.98        7.45        6.94
 24.10        0.00        0.01        2.53        0.40        0.00       13.99      -13.18     -392.02        7.45        6.94
 24.11        0.00        0.01        2.53        0.40        0.00       14.00      -13.18     -392.06        7.46        6.94
 24.12        0.00        0.01        2.53        0.40        0.00       14.01      -13.19     -392.10        7.46        6.94
 24.13        0.00        0.01        2.53        0.40        0.00       14.02      -13.19     -392.13        7.46        6.94
 24.14        0.00        0.01        2.53        0.40        0.00       14.02      -13.19     -392.17        7.46        6.94
 24.15        0.00        0.01        2.53        0.40        0.00       14.03      -13.19     -392.21        7.46        6.94
 24.16        0.00        0.01        2.53        0.40        0.00       14.04      -13.20     -392.25        7.46        6.94
 24.17        0.00        0.01        2.53        0.40        0.00       14.05      -13.20     -392.29        7.46        6.94
 24.18        0.00        0.01        2.53        0.40        0.00       14.06      -13.20     -392.33        7.46        6.94
 24.19        0.00        0.01        2.53        0.40        0.00       14.06      -13.20     -392.37        7.46        6.94
 24.20        0.00        0.01        2.52        0.40        0.00       14.07      -13.21     -392.41        7.46        6.94
 24.21        0.00        0.01        2.52        0.40        0.00       14.08      -13.21     -392.45        7.46        6.94
 24.22        0.00        0.01        2.52        0.40        0.00       14.09      -13.21     -392.49        7.46        6.94
 24.23        0.00        0.01        2.52        0.40        0.00       14.10      -13.21     -392.53        7.46        6.94
 24.24        0.00        0.01        2.52        0.40        0.00       14.10      -13.21     -392.56        7.46        6.94
 24.25        0.00        0.01        2.52        0.40        0.00       14.11      -13.22     -392.60        7.46        6.94
 24.26        0.00        0.01        2.52        0.40        0.00       14.12      -13.22     -392.64        7.46        6.94
 24.27        0.00        0.01        2.52        0.40        0.00       14.13      -13.22     -392.68        7.46        6.94
 24.28        0.00        0.01        2.52        0.40        0.00       14.14      -13.22     -392.72        7.46        6.94
 24.29        0.00        0.01        2.52        0.40        0.00       14.14      -13.23     -392.76        7.46        6.94
 24.30        0.00        0.01        2.52        0.40        0.00       14.15      -13.23     -392.80        7.46        6.94
 24.31        0.00        0.01        2.52        0.40        0.00       14.16      -13.23     -392.84        7.46        6.94
 24.32        0.00        0.01        2.52        0.40        0.00       14.17      -13.23     -392.88        7.46        6.94
 24.33        0.00        0.01        2.52        0.40        0.00       14.18      -13.24     -392.92        7.46        6.94
