  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
  4.79          1.29          1.19          0.01        705.94          2.10        459.00
  4.80          1.29          1.19          0.01        706.36          2.10        458.85
  4.81          1.30          1.20          0.01        706.78          2.11        458.69
  4.82          1.30          1.20          0.01        707.18          2.11        458.54
  4.83          1.31          1.21          0.01        707.58          2.11        458.39
  4.84          1.32          1.21          0.01        707.97          2.11        458.24
  4.85          1.32          1.22          0.01        708.34          2.11        458.10
  4.86          1.33          1.22          0.01        708.71          2.11        457.95
  4.87          1.33          1.23          0.01        709.08          2.11        457.81
  4.88          1.34          1.23          0.01        709.43          2.11        457.67
  4.89          1.34          1.24          0.01        709.77          2.12        457.52
  4.90          1.35          1.24          0.01        710.11          2.12        457.39
  4.91          1.35          1.25          0.01        710.44          2.12        457.25
  4.92          1.36          1.25          0.01        710.75          2.12        457.11
  4.93          1.36          1.26          0.01        711.06          2.12        456.98
