  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 21.98          0.01          0.00         -0.00        877.82        301.53          2.91        326.24
 21.99          0.01          0.00         -0.00        877.66        301.51          2.91        326.23
 22.00          0.01          0.00         -0.00        877.49        301.49          2.91        326.22
 22.01          0.01          0.00         -0.00        877.33        301.47          2.91        326.21
 22.02          0.01          0.00         -0.00        877.16        301.45          2.91        326.20
 22.03          0.01          0.00         -0.00        877.00        301.43          2.91        326.20
 22.04          0.01          0.00         -0.00        876.83        301.41          2.91        326.19
 22.05          0.01          0.00         -0.00        876.67        301.39          2.91        326.18
 22.06          0.01          0.00         -0.00        876.50        301.37          2.91        326.17
 22.07          0.01          0.00         -0.00        876.33        301.35          2.91        326.16
 22.08          0.01          0.00         -0.00        876.17        301.33          2.91        326.15
