  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 12.10          7.17          1.49          0.01        780.88          2.33        392.46
 12.11          7.18          1.49          0.01        780.97          2.33        392.37
 12.12          7.18          1.49          0.01        781.05          2.33        392.28
 12.13          7.19          1.49          0.01        781.13          2.34        392.19
 12.14          7.20          1.49          0.01        781.22          2.34        392.10
 12.15          7.21          1.49          0.01        781.30          2.34        392.01
 12.16          7.21          1.50          0.01        781.39          2.34        391.92
 12.17          7.22          1.50          0.01        781.47          2.34        391.83
 12.18          7.23          1.50          0.01        781.56          2.34        391.74
 12.19          7.24          1.50          0.01        781.64          2.34        391.66
 12.20          7.25          1.50          0.01        781.73          2.34        391.57
 12.21          7.25          1.50          0.01        781.81          2.34        391.48
 12.22          7.26          1.50          0.01        781.90          2.34        391.39
 12.23          7.27          1.50          0.01        781.98          2.34        391.30
